,genero,monto,fecha,hora,tipo_tc,linea_tc,interes_tc,status_txn,is_prime,dcto,cashback,fraude,device_score,dia
11794,M,512.5174787,2020-04-01,9,FÃ­sica,52000,58,Aceptada,False,0.0,5.125174787,False,3,Wednesday
11795,F,312.0036716,2020-02-01,18,FÃ­sica,50000,63,Aceptada,False,0.0,3.120036716,False,2,Saturday
11796,F,404.3681713,2020-12-01,1,FÃ­sica,50000,63,Aceptada,False,0.0,4.043681713,False,4,Tuesday
11797,F,545.3180114,2020-06-01,21,FÃ­sica,50000,63,Aceptada,False,54.53180114,4.907862102,False,3,Monday
11798,F,371.6216272,2020-04-01,17,Virtual,50000,63,Rechazada,False,0.0,7.432432544,False,5,Wednesday
11799,F,675.3678037,2020-03-01,7,FÃ­sica,50000,63,Aceptada,False,67.53678037,6.078310233,False,1,Sunday
11800,F,855.4551555,2020-01-21,2,FÃ­sica,50000,63,Aceptada,False,0.0,8.554551555,False,4,Tuesday
11801,F,47.7917915,2020-07-01,21,FÃ­sica,50000,63,Aceptada,False,0.0,0.477917915,False,4,Wednesday
11802,F,17.00207521,2020-04-01,3,Virtual,50000,63,Aceptada,False,0.0,0.340041504,False,4,Wednesday
11803,F,132.1709529,2020-01-21,8,FÃ­sica,50000,63,Aceptada,False,0.0,1.321709529,False,1,Tuesday
11804,F,955.5972361,2020-12-01,12,FÃ­sica,50000,63,Aceptada,False,191.1194472,7.644777888,False,2,Tuesday
11805,F,712.5983523,2020-01-29,14,FÃ­sica,50000,63,En proceso,False,71.25983523,6.413385171,False,2,Wednesday
11806,F,175.2084709,2020-06-01,23,FÃ­sica,50000,63,Aceptada,False,0.0,1.752084709,False,1,Monday
11807,F,927.4059442,2020-07-01,4,Virtual,50000,63,Aceptada,False,0.0,18.54811888,False,3,Wednesday
11808,F,91.84125186,2020-01-27,11,Virtual,50000,63,Aceptada,False,9.184125186,1.653142534,False,1,Monday
11809,F,673.81896,2020-01-13,18,FÃ­sica,50000,63,Aceptada,False,67.381896,6.06437064,False,1,Monday
11810,F,399.786926,2020-07-01,3,FÃ­sica,50000,63,Aceptada,False,0.0,3.99786926,False,1,Wednesday
11811,F,798.3957879,2020-01-21,15,FÃ­sica,50000,63,En proceso,False,0.0,7.983957879,False,3,Tuesday
11812,F,25.52269291,2020-02-01,7,FÃ­sica,50000,63,Aceptada,False,0.0,0.255226929,False,5,Saturday
11813,F,799.0230527,2020-06-01,5,Virtual,50000,63,Aceptada,False,0.0,15.98046105,False,4,Monday
11814,F,327.5968301,2020-01-24,21,FÃ­sica,57000,42,En proceso,False,0.0,3.275968301,False,4,Friday
11815,F,740.5943037,2020-04-01,1,FÃ­sica,57000,42,Rechazada,False,0.0,7.405943037,False,5,Wednesday
11816,F,389.3426509,2020-01-20,7,FÃ­sica,57000,42,Aceptada,False,77.86853018,3.114741207,False,3,Monday
11817,F,520.2040586,2020-01-24,2,Virtual,57000,42,En proceso,False,52.02040586,9.363673054,False,2,Friday
11818,F,703.4079996,2020-01-22,4,FÃ­sica,57000,42,En proceso,False,70.34079996,6.330671997,False,3,Wednesday
11819,F,872.3599187,2020-01-30,9,Virtual,29000,56,Aceptada,False,174.4719837,13.9577587,False,1,Thursday
11820,F,442.6931501,2020-01-17,7,Virtual,39000,37,Rechazada,False,0.0,8.853863002,False,3,Friday
11821,F,75.55345604,2020-02-01,16,Virtual,39000,37,Aceptada,False,15.11069121,1.208855297,False,1,Saturday
11822,F,467.6652182,2020-01-17,5,Virtual,39000,37,Aceptada,False,0.0,9.353304364,False,3,Friday
11823,F,964.7460179,2020-01-13,10,Virtual,39000,37,Aceptada,False,96.47460179,17.36542832,False,3,Monday
11824,F,794.764962,2020-08-01,18,FÃ­sica,39000,37,En proceso,False,79.4764962,7.152884658,False,3,Saturday
11825,F,734.9227116,2020-01-17,15,FÃ­sica,39000,37,En proceso,False,0.0,7.349227116,False,4,Friday
11826,F,263.6161949,2020-01-15,20,Virtual,39000,37,Aceptada,False,0.0,5.272323898,False,3,Wednesday
11827,M,577.1672348,2020-12-01,17,FÃ­sica,30000,52,Aceptada,True,0.0,5.771672348,False,1,Tuesday
11828,M,894.9634853,2020-11-01,14,FÃ­sica,30000,52,Aceptada,True,178.9926971,7.159707883,False,1,Sunday
11829,M,642.8590203,2020-01-19,11,Virtual,30000,52,Aceptada,True,0.0,12.85718041,True,2,Sunday
11830,M,643.6549265,2020-04-01,17,FÃ­sica,30000,52,Aceptada,True,64.36549265,5.792894338,False,2,Wednesday
11831,M,972.8073198,2020-11-01,16,FÃ­sica,30000,52,Aceptada,True,97.28073198,8.755265879,False,5,Sunday
11832,M,198.6672375,2020-01-29,15,FÃ­sica,30000,52,Aceptada,True,39.73344749,1.5893379,False,1,Wednesday
11833,M,937.6661972,2020-01-23,20,Virtual,30000,52,Aceptada,True,0.0,18.75332394,False,1,Thursday
11834,M,217.757291,2020-01-29,14,Virtual,30000,52,Aceptada,True,0.0,4.35514582,False,1,Wednesday
11835,M,802.9607311,2020-01-17,4,Virtual,30000,52,En proceso,True,80.29607311,14.45329316,False,3,Friday
11836,M,256.8815446,2020-01-19,17,FÃ­sica,30000,52,Aceptada,True,0.0,2.568815446,False,1,Sunday
11837,M,994.3502333,2020-01-16,2,Virtual,30000,52,Aceptada,True,99.43502333,17.8983042,False,2,Thursday
11838,M,917.1602375,2020-01-13,1,FÃ­sica,30000,52,Aceptada,True,0.0,9.171602375,False,4,Monday
11839,M,359.0569292,2020-01-25,12,FÃ­sica,30000,52,Aceptada,True,0.0,3.590569292,False,4,Saturday
11840,M,13.54749591,2020-06-01,8,FÃ­sica,75000,40,Aceptada,False,1.354749591,0.121927463,False,1,Monday
11841,M,141.0771019,2020-01-16,15,FÃ­sica,75000,40,Aceptada,False,0.0,1.410771019,False,2,Thursday
11842,M,406.9597212,2020-01-28,3,FÃ­sica,75000,40,Aceptada,False,0.0,4.069597212,True,5,Tuesday
11843,M,882.158186,2020-02-01,17,FÃ­sica,75000,40,Rechazada,False,0.0,8.82158186,False,3,Saturday
11844,M,166.9965833,2020-01-26,5,Virtual,75000,40,Aceptada,False,0.0,3.339931667,False,5,Sunday
11845,M,84.02659303,2020-01-18,13,Virtual,75000,40,Rechazada,False,0.0,1.680531861,False,1,Saturday
11846,M,808.064659,2020-07-01,2,FÃ­sica,75000,40,Aceptada,False,80.8064659,7.272581931,False,3,Wednesday
11847,M,805.0883802,2020-01-27,11,Virtual,75000,40,Aceptada,False,0.0,16.1017676,False,5,Monday
11848,M,107.2985222,2020-01-14,17,FÃ­sica,75000,40,Aceptada,False,0.0,1.072985222,False,5,Tuesday
11849,M,218.1179339,2020-10-01,9,Virtual,75000,40,En proceso,False,21.81179339,3.92612281,False,1,Thursday
11850,M,642.3980115,2020-01-21,21,FÃ­sica,75000,40,Aceptada,False,0.0,6.423980115,False,4,Tuesday
11851,M,499.4705696,2020-10-01,4,Virtual,75000,40,Aceptada,False,49.94705696,8.990470253,False,4,Thursday
11852,M,560.7038282,2020-01-27,19,FÃ­sica,75000,40,Aceptada,False,56.07038282,5.046334454,False,2,Monday
11853,F,432.9694363,2020-11-01,20,FÃ­sica,70000,47,Aceptada,False,0.0,4.329694363,False,4,Sunday
11854,F,624.0924523,2020-01-28,9,Virtual,70000,47,Aceptada,False,0.0,12.48184905,False,5,Tuesday
11855,F,369.214717,2020-03-01,6,FÃ­sica,70000,47,Rechazada,False,0.0,3.69214717,False,1,Sunday
11856,F,906.0993753,2020-01-26,1,Virtual,70000,47,En proceso,False,181.2198751,14.49759,False,5,Sunday
11857,F,770.3839424,2020-12-01,14,Virtual,70000,47,Aceptada,False,0.0,15.40767885,False,1,Tuesday
11858,F,9.192226088,2020-01-28,8,FÃ­sica,70000,47,Aceptada,False,0.919222609,0.082730035,False,3,Tuesday
11859,F,250.632599,2020-01-13,11,FÃ­sica,70000,47,Aceptada,False,0.0,2.50632599,False,3,Monday
11860,M,807.9751561,2020-08-01,21,FÃ­sica,47000,33,Aceptada,False,80.79751561,7.271776405,False,1,Saturday
11861,M,118.1113951,2020-01-28,21,FÃ­sica,47000,33,Aceptada,False,0.0,1.181113951,False,2,Tuesday
11862,M,511.0035935,2020-08-01,16,Virtual,47000,33,Aceptada,False,0.0,10.22007187,False,5,Saturday
11863,M,256.7473701,2020-01-23,1,FÃ­sica,47000,33,Aceptada,False,25.67473701,2.310726331,False,4,Thursday
11864,M,76.16705286,2020-10-01,22,FÃ­sica,47000,33,Aceptada,False,0.0,0.761670529,False,3,Thursday
11865,--,678.8186015,2020-12-01,19,Virtual,89000,56,Aceptada,False,67.88186015,12.21873483,False,3,Tuesday
11866,--,736.5694985,2020-09-01,12,FÃ­sica,89000,56,Aceptada,False,73.65694985,6.629125487,False,4,Tuesday
11867,--,720.5919387,2020-11-01,16,FÃ­sica,89000,56,Aceptada,False,0.0,7.205919387,False,5,Sunday
11868,--,324.0748398,2020-09-01,17,Virtual,89000,56,Aceptada,False,0.0,6.481496796,False,2,Tuesday
11869,--,64.44885524,2020-01-28,15,Virtual,89000,56,Rechazada,False,0.0,1.288977105,False,4,Tuesday
11870,--,924.7883872,2020-01-30,12,Virtual,89000,56,En proceso,False,0.0,18.49576774,False,3,Thursday
11871,--,898.6714622,2020-01-30,21,Virtual,89000,56,Aceptada,False,89.86714622,16.17608632,False,5,Thursday
11872,--,965.0861077,2020-01-16,17,FÃ­sica,89000,56,Aceptada,False,0.0,9.650861077,False,1,Thursday
11873,M,404.8477464,2020-01-19,17,Virtual,38000,63,Aceptada,True,0.0,8.096954928,True,4,Sunday
11874,M,335.8068817,2020-01-28,13,FÃ­sica,38000,63,En proceso,True,0.0,3.358068817,False,2,Tuesday
11875,M,928.1008279,2020-01-17,3,FÃ­sica,38000,63,Aceptada,True,0.0,9.281008279,False,5,Friday
11876,M,736.8615365,2020-01-30,4,Virtual,38000,63,Rechazada,True,73.68615365,13.26350766,False,5,Thursday
11877,M,868.8197747,2020-01-13,15,Virtual,38000,63,Aceptada,True,0.0,17.37639549,False,1,Monday
11878,M,139.0077255,2020-01-21,22,Virtual,38000,63,Aceptada,True,0.0,2.78015451,False,2,Tuesday
11879,M,648.1588216,2020-01-19,6,FÃ­sica,38000,63,Aceptada,True,64.81588216,5.833429395,False,1,Sunday
11880,M,876.1694797,2020-03-01,21,FÃ­sica,38000,63,En proceso,True,0.0,8.761694797,False,5,Sunday
11881,M,921.1801864,2020-01-30,18,FÃ­sica,38000,63,Aceptada,True,0.0,9.211801864,False,5,Thursday
11882,M,834.587323,2020-09-01,11,FÃ­sica,38000,63,Rechazada,True,0.0,8.34587323,False,2,Tuesday
11883,M,220.0535332,2020-11-01,18,FÃ­sica,38000,63,Aceptada,True,0.0,2.200535332,False,5,Sunday
11884,M,190.6144007,2020-01-13,4,FÃ­sica,38000,63,Aceptada,True,19.06144007,1.715529606,False,5,Monday
11885,M,152.992815,2020-01-14,7,FÃ­sica,38000,63,Aceptada,True,30.598563,1.22394252,False,1,Tuesday
11886,M,753.2129023,2020-09-01,11,FÃ­sica,38000,63,Rechazada,True,0.0,7.532129023,False,5,Tuesday
11887,M,76.80527987,2020-01-18,23,FÃ­sica,38000,63,Aceptada,True,0.0,0.768052799,False,5,Saturday
11888,M,673.0203122,2020-05-01,12,FÃ­sica,38000,63,Aceptada,True,67.30203122,6.05718281,False,2,Friday
11889,M,573.0913344,2020-05-01,3,FÃ­sica,38000,63,En proceso,True,57.30913344,5.157822009,False,3,Friday
11890,F,421.5558733,2020-03-01,2,FÃ­sica,68000,56,En proceso,False,0.0,4.215558733,False,5,Sunday
11891,F,255.196338,2020-05-01,20,FÃ­sica,68000,56,En proceso,False,0.0,2.55196338,False,5,Friday
11892,F,946.4850613,2020-01-26,4,FÃ­sica,28000,42,En proceso,False,0.0,9.464850613,False,5,Sunday
11893,F,462.3124617,2020-01-19,9,FÃ­sica,28000,42,En proceso,False,0.0,4.623124617,False,2,Sunday
11894,F,661.7113425,2020-01-24,14,FÃ­sica,28000,42,En proceso,False,0.0,6.617113425,False,4,Friday
11895,F,459.6659595,2020-01-29,7,Virtual,28000,42,Aceptada,False,91.9331919,7.354655352,False,5,Wednesday
11896,F,660.7269922,2020-06-01,17,FÃ­sica,28000,42,Aceptada,False,0.0,6.607269922,False,2,Monday
11897,F,976.3797291,2020-01-17,2,FÃ­sica,28000,42,Rechazada,False,0.0,9.763797291,False,1,Friday
11898,F,503.181276,2020-12-01,5,FÃ­sica,28000,42,En proceso,False,0.0,5.03181276,False,4,Tuesday
11899,F,196.4873636,2020-11-01,3,Virtual,28000,42,Aceptada,False,0.0,3.929747272,False,5,Sunday
11900,F,718.3683442,2020-08-01,9,Virtual,28000,42,Aceptada,False,0.0,14.36736688,False,4,Saturday
11901,F,819.9222555,2020-01-24,1,FÃ­sica,28000,42,En proceso,False,0.0,8.199222555,False,1,Friday
11902,F,86.57011637,2020-01-13,13,Virtual,28000,42,Aceptada,False,0.0,1.731402327,False,1,Monday
11903,F,562.0845748,2020-01-15,19,FÃ­sica,28000,42,Aceptada,False,0.0,5.620845748,False,2,Wednesday
11904,F,701.4137814,2020-05-01,18,FÃ­sica,28000,42,En proceso,False,70.14137814,6.312724033,False,4,Friday
11905,F,105.4955316,2020-01-23,19,Virtual,28000,42,Rechazada,False,0.0,2.109910632,False,4,Thursday
11906,F,947.0728241,2020-01-13,8,Virtual,28000,42,Aceptada,False,0.0,18.94145648,False,5,Monday
11907,F,548.551144,2020-08-01,4,FÃ­sica,68000,44,Aceptada,False,0.0,5.48551144,False,1,Saturday
11908,F,754.2042478,2020-06-01,6,FÃ­sica,68000,44,Aceptada,False,0.0,7.542042478,False,3,Monday
11909,F,138.5768812,2020-01-22,12,FÃ­sica,68000,44,En proceso,False,0.0,1.385768812,False,5,Wednesday
11910,F,756.6767382,2020-05-01,2,FÃ­sica,68000,44,Aceptada,False,0.0,7.566767382,False,3,Friday
11911,F,54.70089276,2020-01-27,6,FÃ­sica,68000,44,Aceptada,False,0.0,0.547008928,False,3,Monday
11912,F,948.7910229,2020-01-28,16,Virtual,68000,44,Aceptada,False,0.0,18.97582046,False,4,Tuesday
11913,F,815.5124212,2020-05-01,5,FÃ­sica,68000,44,En proceso,False,0.0,8.155124212,False,4,Friday
11914,F,535.330026,2020-06-01,5,Virtual,68000,44,Aceptada,False,0.0,10.70660052,False,2,Monday
11915,F,494.4668755,2020-12-01,7,FÃ­sica,68000,44,Aceptada,False,0.0,4.944668755,False,4,Tuesday
11916,F,417.8490989,2020-07-01,19,Virtual,68000,44,Aceptada,False,0.0,8.356981977,False,4,Wednesday
11917,F,10.15467118,2020-12-01,19,Virtual,68000,44,Aceptada,False,0.0,0.203093424,False,2,Tuesday
11918,--,788.8014278,2020-01-18,1,Virtual,70000,35,Aceptada,False,0.0,15.77602856,False,3,Saturday
11919,--,62.43454384,2020-12-01,14,FÃ­sica,70000,35,Rechazada,False,0.0,0.624345438,False,5,Tuesday
11920,--,260.8143972,2020-01-14,4,Virtual,70000,35,Aceptada,False,0.0,5.216287945,False,2,Tuesday
11921,--,548.3355844,2020-01-16,9,FÃ­sica,70000,35,Aceptada,False,54.83355844,4.93502026,False,2,Thursday
11922,F,862.7762447,2020-04-01,15,FÃ­sica,88000,50,Aceptada,False,0.0,8.627762447,False,4,Wednesday
11923,F,461.1955316,2020-01-22,4,Virtual,88000,50,Aceptada,False,0.0,9.223910632,False,3,Wednesday
11924,F,853.9159432,2020-01-23,15,FÃ­sica,88000,50,Aceptada,False,0.0,8.539159432,False,5,Thursday
11925,F,521.2068007,2020-01-22,1,FÃ­sica,88000,50,Rechazada,False,0.0,5.212068007,False,4,Wednesday
11926,F,109.0989415,2020-09-01,13,Virtual,88000,50,Aceptada,False,10.90989415,1.963780946,False,1,Tuesday
11927,F,658.6062983,2020-01-29,7,FÃ­sica,88000,50,Aceptada,False,0.0,6.586062983,False,1,Wednesday
11928,F,285.1079096,2020-01-17,9,FÃ­sica,88000,50,Aceptada,False,0.0,2.851079096,False,3,Friday
11929,F,843.8841137,2020-01-25,13,FÃ­sica,88000,50,Aceptada,False,0.0,8.438841137,False,5,Saturday
11930,F,660.1442196,2020-05-01,8,Virtual,88000,50,Aceptada,False,0.0,13.20288439,False,5,Friday
11931,F,588.407305,2020-10-01,4,FÃ­sica,88000,50,Aceptada,False,0.0,5.88407305,False,2,Thursday
11932,F,176.8111489,2020-04-01,16,Virtual,88000,50,Aceptada,False,0.0,3.536222978,True,1,Wednesday
11933,F,448.9574469,2020-10-01,19,FÃ­sica,88000,50,Rechazada,False,0.0,4.489574469,False,5,Thursday
11934,M,746.4140843,2020-01-13,22,FÃ­sica,54000,64,Rechazada,False,0.0,7.464140843,False,3,Monday
11935,M,843.3833352,2020-06-01,5,FÃ­sica,54000,64,En proceso,False,84.33833352,7.590450017,False,2,Monday
11936,M,397.2561848,2020-03-01,6,FÃ­sica,54000,64,Aceptada,False,39.72561848,3.575305663,False,4,Sunday
11937,M,496.5414949,2020-11-01,20,FÃ­sica,54000,64,Aceptada,False,0.0,4.965414949,False,3,Sunday
11938,M,629.1354357,2020-01-19,23,FÃ­sica,54000,64,Aceptada,False,0.0,6.291354357,False,2,Sunday
11939,M,185.403223,2020-01-14,5,FÃ­sica,54000,64,Aceptada,False,18.5403223,1.668629007,False,3,Tuesday
11940,M,750.4272816,2020-01-20,22,Virtual,54000,64,Aceptada,False,75.04272816,13.50769107,False,4,Monday
11941,M,407.4118815,2020-01-18,3,FÃ­sica,54000,64,Aceptada,False,0.0,4.074118815,False,1,Saturday
11942,M,658.6724556,2020-04-01,14,Virtual,54000,64,En proceso,False,0.0,13.17344911,False,2,Wednesday
11943,M,690.9112323,2020-01-27,15,Virtual,54000,64,Rechazada,False,69.09112323,12.43640218,False,5,Monday
11944,M,339.134133,2020-10-01,18,Virtual,54000,64,Rechazada,False,0.0,6.782682659,False,4,Thursday
11945,M,547.9876077,2020-03-01,10,FÃ­sica,54000,64,Aceptada,False,54.79876077,4.93188847,False,2,Sunday
11946,M,855.7058186,2020-01-15,4,FÃ­sica,54000,64,Aceptada,False,0.0,8.557058186,False,2,Wednesday
11947,--,677.9567538,2020-01-29,17,Virtual,29000,48,Aceptada,False,0.0,13.55913508,False,5,Wednesday
11948,--,715.8090177,2020-01-26,9,Virtual,29000,48,Aceptada,False,71.58090177,12.88456232,False,4,Sunday
11949,--,568.0247466,2020-06-01,19,Virtual,29000,48,Aceptada,False,0.0,11.36049493,False,2,Monday
11950,--,435.5428824,2020-01-22,1,FÃ­sica,29000,48,Rechazada,False,0.0,4.355428824,False,3,Wednesday
11951,F,759.5279075,2020-05-01,16,FÃ­sica,47000,46,Aceptada,True,0.0,7.595279075,False,4,Friday
11952,F,677.3800405,2020-06-01,14,Virtual,47000,46,En proceso,True,0.0,13.54760081,False,3,Monday
11953,F,165.8923994,2020-03-01,13,Virtual,47000,46,Aceptada,True,0.0,3.317847987,False,4,Sunday
11954,F,997.7873838,2020-01-27,12,FÃ­sica,47000,46,Rechazada,True,0.0,9.977873838,False,2,Monday
11955,M,914.4243921,2020-04-01,20,Virtual,55000,37,Aceptada,False,0.0,18.28848784,False,4,Wednesday
11956,M,463.851007,2020-01-25,16,Virtual,55000,37,Aceptada,False,46.3851007,8.349318125,False,5,Saturday
11957,M,977.7704261,2020-01-24,2,FÃ­sica,55000,37,En proceso,False,0.0,9.777704261,False,1,Friday
11958,M,373.6996839,2020-01-30,11,FÃ­sica,55000,37,Aceptada,False,0.0,3.736996839,False,4,Thursday
11959,M,932.8746721,2020-01-26,21,FÃ­sica,55000,37,Aceptada,False,93.28746721,8.395872049,False,3,Sunday
11960,M,972.7239785,2020-01-16,11,FÃ­sica,55000,37,Aceptada,False,0.0,9.727239785,False,1,Thursday
11961,F,31.26379889,2020-01-17,19,Virtual,62000,49,Aceptada,False,3.126379889,0.56274838,False,2,Friday
11962,F,702.8734304,2020-01-30,22,FÃ­sica,62000,49,Aceptada,False,0.0,7.028734304,False,3,Thursday
11963,F,11.94375617,2020-06-01,1,FÃ­sica,62000,49,Aceptada,False,0.0,0.119437562,False,1,Monday
11964,M,180.689578,2020-01-15,22,FÃ­sica,77000,48,Aceptada,False,0.0,1.80689578,False,4,Wednesday
11965,M,369.8732391,2020-01-26,2,FÃ­sica,77000,48,Rechazada,False,0.0,3.698732391,False,4,Sunday
11966,M,600.3384524,2020-01-27,2,FÃ­sica,77000,48,Aceptada,False,0.0,6.003384524,False,1,Monday
11967,M,566.386338,2020-01-19,21,FÃ­sica,77000,48,Rechazada,False,0.0,5.66386338,False,1,Sunday
11968,M,0.293489229,2020-01-21,9,FÃ­sica,77000,48,Rechazada,False,0.0,0.002934892,False,3,Tuesday
11969,M,955.1300117,2020-10-01,23,FÃ­sica,77000,48,Rechazada,False,95.51300117,8.596170105,False,4,Thursday
11970,M,625.6317896,2020-01-14,19,FÃ­sica,77000,48,Aceptada,False,0.0,6.256317896,False,1,Tuesday
11971,M,702.7076625,2020-01-21,10,FÃ­sica,77000,48,En proceso,False,0.0,7.027076625,False,2,Tuesday
11972,F,785.0330116,2020-01-29,14,Virtual,89000,39,En proceso,False,0.0,15.70066023,False,3,Wednesday
11973,F,77.18523274,2020-12-01,10,Virtual,89000,39,Aceptada,False,0.0,1.543704655,False,5,Tuesday
11974,F,646.8794193,2020-01-25,17,FÃ­sica,89000,39,Aceptada,False,64.68794193,5.821914774,False,5,Saturday
11975,F,405.2229244,2020-06-01,7,Virtual,89000,39,Aceptada,False,0.0,8.104458488,True,5,Monday
11976,F,624.8649654,2020-11-01,16,FÃ­sica,89000,39,Rechazada,False,0.0,6.248649654,False,1,Sunday
11977,F,381.0279606,2020-02-01,3,FÃ­sica,89000,39,En proceso,False,0.0,3.810279606,False,3,Saturday
11978,M,642.5007531,2020-01-28,11,FÃ­sica,58000,50,Rechazada,False,0.0,6.425007531,False,1,Tuesday
11979,M,265.4247492,2020-07-01,14,FÃ­sica,81000,41,Aceptada,False,0.0,2.654247492,False,3,Wednesday
11980,M,324.9138399,2020-01-20,22,Virtual,81000,41,En proceso,False,0.0,6.498276798,False,5,Monday
11981,M,582.4551627,2020-09-01,8,FÃ­sica,81000,41,Aceptada,False,0.0,5.824551627,False,3,Tuesday
11982,M,990.6340231,2020-01-19,12,FÃ­sica,81000,41,Aceptada,False,0.0,9.906340231,False,3,Sunday
11983,M,12.86258189,2020-01-19,2,FÃ­sica,81000,41,Aceptada,False,0.0,0.128625819,False,2,Sunday
11984,M,974.7104162,2020-03-01,15,FÃ­sica,81000,41,Rechazada,False,0.0,9.747104162,False,2,Sunday
11985,M,952.437987,2020-01-28,19,FÃ­sica,81000,41,Aceptada,False,95.2437987,8.571941883,False,1,Tuesday
11986,M,338.1114455,2020-01-21,10,FÃ­sica,81000,41,Aceptada,False,0.0,3.381114455,False,2,Tuesday
11987,M,824.9092851,2020-07-01,8,FÃ­sica,81000,41,Rechazada,False,82.49092851,7.424183566,False,1,Wednesday
11988,M,49.14040596,2020-07-01,1,FÃ­sica,81000,41,Aceptada,False,0.0,0.49140406,False,4,Wednesday
11989,M,55.55609039,2020-01-13,2,FÃ­sica,81000,41,Aceptada,False,0.0,0.555560904,False,3,Monday
11990,M,902.5108329,2020-01-25,16,FÃ­sica,81000,41,Aceptada,False,180.5021666,7.220086663,False,1,Saturday
11991,M,416.8881072,2020-01-22,10,FÃ­sica,81000,41,Aceptada,False,0.0,4.168881072,False,2,Wednesday
11992,M,458.4801389,2020-01-20,11,FÃ­sica,81000,41,Aceptada,False,0.0,4.584801389,False,2,Monday
11993,M,305.4592089,2020-01-29,22,FÃ­sica,81000,41,Aceptada,False,0.0,3.054592089,False,3,Wednesday
11994,M,271.6325919,2020-11-01,13,FÃ­sica,45000,53,Aceptada,False,0.0,2.716325919,False,1,Sunday
11995,M,538.9919794,2020-01-22,14,FÃ­sica,45000,53,Aceptada,False,107.7983959,4.311935835,False,1,Wednesday
11996,M,282.3497878,2020-10-01,4,FÃ­sica,45000,53,Aceptada,False,28.23497878,2.54114809,False,5,Thursday
11997,M,915.7665177,2020-01-17,1,FÃ­sica,45000,53,Aceptada,False,0.0,9.157665177,False,2,Friday
11998,M,420.3648361,2020-01-14,1,FÃ­sica,48000,45,Aceptada,False,0.0,4.203648361,False,5,Tuesday
11999,M,78.09054905,2020-08-01,7,FÃ­sica,92000,61,En proceso,True,0.0,0.780905491,False,5,Saturday
12000,M,66.76279738,2020-01-30,14,Virtual,92000,61,Aceptada,True,6.676279738,1.201730353,False,1,Thursday
12001,M,95.51263202,2020-01-28,19,FÃ­sica,92000,61,Rechazada,True,0.0,0.95512632,False,2,Tuesday
12002,M,944.612971,2020-06-01,8,FÃ­sica,92000,61,Aceptada,True,0.0,9.44612971,False,5,Monday
12003,F,220.9663758,2020-05-01,15,Virtual,59000,64,En proceso,False,0.0,4.419327515,False,2,Friday
12004,F,24.14791392,2020-01-30,6,Virtual,59000,64,Aceptada,False,0.0,0.482958278,False,5,Thursday
12005,F,471.8689223,2020-12-01,10,FÃ­sica,59000,64,Aceptada,False,0.0,4.718689223,False,5,Tuesday
12006,F,80.58306027,2020-03-01,5,FÃ­sica,59000,64,Aceptada,False,0.0,0.805830603,False,5,Sunday
12007,F,528.2033443,2020-06-01,17,Virtual,59000,64,En proceso,False,0.0,10.56406689,False,5,Monday
12008,F,674.4963846,2020-01-23,16,FÃ­sica,59000,64,En proceso,False,0.0,6.744963846,False,3,Thursday
12009,F,790.4295243,2020-01-23,13,FÃ­sica,59000,64,Aceptada,False,79.04295243,7.113865719,False,2,Thursday
12010,F,678.6347225,2020-01-18,13,FÃ­sica,59000,64,Aceptada,False,0.0,6.786347225,False,2,Saturday
12011,F,966.9228232,2020-01-17,10,FÃ­sica,59000,64,Aceptada,False,0.0,9.669228232,False,2,Friday
12012,F,515.9098161,2020-01-16,6,FÃ­sica,60000,38,Rechazada,True,103.1819632,4.127278529,False,3,Thursday
12013,F,522.8255845,2020-01-19,10,Virtual,60000,38,Aceptada,True,0.0,10.45651169,False,2,Sunday
12014,F,83.27502764,2020-11-01,21,Virtual,60000,38,En proceso,True,0.0,1.665500553,False,5,Sunday
12015,F,651.1264031,2020-01-23,16,FÃ­sica,60000,38,Rechazada,True,0.0,6.511264031,False,4,Thursday
12016,F,956.6821571,2020-01-25,23,FÃ­sica,45000,50,Aceptada,False,0.0,9.566821571,False,2,Saturday
12017,--,803.6997639,2020-01-22,20,FÃ­sica,59000,36,En proceso,False,0.0,8.036997639,False,4,Wednesday
12018,M,556.6799925,2020-01-22,6,FÃ­sica,75000,38,En proceso,False,0.0,5.566799925,False,4,Wednesday
12019,M,1.731369862,2020-12-01,22,Virtual,75000,38,Aceptada,False,0.0,0.034627397,False,4,Tuesday
12020,M,174.092328,2020-01-24,10,Virtual,75000,38,Rechazada,False,0.0,3.481846561,False,3,Friday
12021,M,362.9926585,2020-01-27,19,Virtual,75000,38,Aceptada,False,0.0,7.259853171,False,2,Monday
12022,F,372.8947374,2020-03-01,2,FÃ­sica,71000,60,Aceptada,False,37.28947374,3.356052636,False,4,Sunday
12023,F,274.8167802,2020-01-22,12,FÃ­sica,71000,60,Aceptada,False,0.0,2.748167802,False,1,Wednesday
12024,F,357.6932449,2020-11-01,4,FÃ­sica,71000,60,En proceso,False,0.0,3.576932449,False,5,Sunday
12025,F,237.8900049,2020-01-14,21,FÃ­sica,71000,60,Aceptada,False,0.0,2.378900049,False,3,Tuesday
12026,M,980.9061808,2020-01-15,17,FÃ­sica,77000,33,Rechazada,False,0.0,9.809061808,False,2,Wednesday
12027,M,79.55890236,2020-07-01,20,FÃ­sica,77000,33,Aceptada,False,0.0,0.795589024,False,1,Wednesday
